Agency Name,County,Item Name,Quantity,Unit Cost,Ship Date
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUDSON                   ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,6/28/07
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,6/28/07
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,6/28/07
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,6/28/07
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,6/28/07
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,3/3/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,3/3/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,3/3/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,3/3/06
UNDISCLOSED BY DLA,HUNTERDON                ,M-16 ASSAULT RIFLE,1,499.00,3/3/06
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,8/28/08
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,8/28/08
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,8/28/08
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,8/28/08
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,8/28/08
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,8/28/08
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,6/16/06
UNDISCLOSED BY DLA,MERCER,M-16 ASSAULT RIFLE,1,499.00,6/16/06
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MIDDLESEX                ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MONMOUTH,M-16 ASSAULT RIFLE,1,499.00,2/19/13
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/24/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/24/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/24/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/24/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/20/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/3/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/3/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/3/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/3/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/3/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/3/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,10/20/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,8/25/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,8/25/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,8/25/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,8/25/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,8/25/08
UNDISCLOSED BY DLA,MORRIS                   ,M-16 ASSAULT RIFLE,1,499.00,8/25/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/7/09
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/19/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,11/15/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,12/11/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,5/31/06
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,8/22/08
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/5/11
UNDISCLOSED BY DLA,OCEAN,M-16 ASSAULT RIFLE,1,499.00,1/5/11
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,2/16/06
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,7/1/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,5/21/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,9/23/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,9/23/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,9/23/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,9/23/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,9/23/08
UNDISCLOSED BY DLA,PASSAIC                  ,M-16 ASSAULT RIFLE,1,499.00,9/23/08
UNDISCLOSED BY DLA,UNION                    ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,UNION                    ,M-16 ASSAULT RIFLE,1,499.00,9/30/08
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,6/16/06
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,ATLANTIC,M-14 ASSAULT RIFLE,1,138.00,1/7/09
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/10/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,2/13/06
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,2/13/06
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
UNDISCLOSED BY DLA,BERGEN                   ,M-14 ASSAULT RIFLE,1,138.00,10/9/08
